PositiveReview,NegativeReview,Score,GuestName,GuestCountry,RoomType,NumberOfNights,VisitDate,GroupType
Reviewed,Not Reviewed,9,Shlomit,Israel,Two-Bedroom Suite,1,Jun-22,Family
Reviewed,Reviewed,8,Larisa,Montenegro,Standard Triple Room,1,Jun-22,Family
Reviewed,Not Reviewed,10,Gergana,Cyprus,Double Room,1,Jun-22,Couple
Reviewed,Not Reviewed,10,Aviya,Israel,Family Suite with Balcony,1,Jun-22,Group
Reviewed,Not Reviewed,9,Gundekar,Germany,Double Room with Balcony,1,Jun-22,Couple
Reviewed,Reviewed,8,David,Belgium,Double Room,1,Jun-22,Couple
Reviewed,Not Reviewed,10,Roberto,Spain,Double Room with Balcony,1,Jun-22,Couple
Reviewed,Not Reviewed,8,Maria,Brazil,Double Room with Balcony,1,Jun-22,Couple
Reviewed,Not Reviewed,8,Kirsten,Germany,Double Room with Balcony,2,Jun-22,Couple
Reviewed,Reviewed,8,Andreas_aut,Austria,Double Room with Balcony,1,Jun-22,Couple
Reviewed,Reviewed,8,Pedro,France,Budget Twin Room,1,Jun-22,Family
Reviewed,Reviewed,8,Israel,Spain,Double Room with Balcony,1,Jun-22,Solo traveler
Reviewed,Reviewed,8,Myriam,France,Suite with Balcony,1,Jun-22,Family
Reviewed,Reviewed,10,Montagné,France,Budget Twin Room,1,Jun-22,Couple
Reviewed,Reviewed,9,Charles,France,Double Room,1,Jun-22,Couple
Reviewed,Reviewed,8,Galina,Latvia,Double Room,1,Jun-22,Solo traveler
Reviewed,Reviewed,8,Anais,France,Double Room with Balcony,1,May-22,Couple
Reviewed,Reviewed,9,Myriam,France,Family Suite with Balcony,1,May-22,Family
Reviewed,Not Reviewed,9,Mendez,France,Double Room,1,May-22,Solo traveler
Reviewed,Reviewed,8,Matthias,Germany,Double Room with Balcony,1,May-22,Couple
Reviewed,Reviewed,9,Przemyslaw,Poland,Double Room with Balcony,1,May-22,Couple
Reviewed,Not Reviewed,9,Goldberg,Israel,Double Room,1,May-22,Couple
Reviewed,Reviewed,8,Nataliia,Ukraine,Double Room,1,May-22,Couple
Reviewed,Not Reviewed,10,דנה,Israel,Double Room with Balcony,3,May-22,Couple
Reviewed,Reviewed,8,Kimberly,Germany,Double Room,1,May-22,Couple
Reviewed,Reviewed,8,J,Czech Republic,Double Room,1,May-22,Couple
Reviewed,Reviewed,10,Mathilde,Germany,Double Room,1,May-22,Solo traveler
Reviewed,Not Reviewed,10,Raphaele,France,Two-Bedroom Suite,1,Apr-22,Family
Reviewed,Not Reviewed,8,Michael,Switzerland,Double Room,1,May-22,Solo traveler
Reviewed,Reviewed,10,Oriya,Israel,Double Room with Balcony,3,Apr-22,Family
Reviewed,Not Reviewed,9,Sophia,Cyprus,Standard Triple Room,2,May-22,Couple
Reviewed,Not Reviewed,10,Aurel,Austria,Double Room with Balcony,3,May-22,Solo traveler
Reviewed,Reviewed,8,Mathilde,Germany,Double Room,3,May-22,Solo traveler
Reviewed,Reviewed,10,Kamila,Colombia,Standard Triple Room,1,May-22,Couple
Reviewed,Not Reviewed,10,Raphaele,France,Two-Bedroom Suite,1,May-22,Family
Reviewed,Not Reviewed,9,Anja,Germany,Double Room with Balcony,1,Apr-22,Solo traveler
Reviewed,Not Reviewed,10,Luminita,Spain,Double Room with Balcony,3,Apr-22,Family
Reviewed,Not Reviewed,10,Marta,Poland,Double Room with Balcony,2,Apr-22,Solo traveler
Reviewed,Not Reviewed,10,Navit,Israel,Two-Bedroom Suite,1,Apr-22,Family
Reviewed,Not Reviewed,10,Andreas,Germany,Standard Triple Room,1,Apr-22,Family
Reviewed,Reviewed,10,Constantinos,Cyprus,Double Room with Balcony,1,Apr-22,Group
Reviewed,Not Reviewed,10,Asher,Israel,Standard Triple Room,1,Apr-22,Family
Reviewed,Reviewed,9,Wendy,Germany,Double Room,1,Apr-22,Couple
Reviewed,Reviewed,10,Søren,Denmark,Double Room with Balcony,1,Apr-22,Couple
Reviewed,Not Reviewed,10,Csermák,Hungary,Double Room with Balcony,2,Apr-22,Couple
Reviewed,Reviewed,8,Marianna,Cyprus,Double Room with Balcony,1,Apr-22,Group
Reviewed,Reviewed,9,Elena,France,Double Room,1,Mar-22,Solo traveler
Reviewed,Not Reviewed,9,Pilates,Croatia,Double Room,1,Jan-22,Couple
Reviewed,Not Reviewed,10,Elena,Ukraine,Double Room,1,Jan-22,Group
Reviewed,Not Reviewed,10,Irina,Russia,Double Room,1,Dec-21,Couple
Reviewed,Reviewed,9,Marcowilliam,Italy,Double Room with Balcony,1,Nov-21,Group
Reviewed,Reviewed,9,Artem,Ukraine,Double Room,1,Nov-21,Couple
Reviewed,Not Reviewed,10,Michael,Ukraine,Family Suite with Balcony,1,Jan-22,Family
Reviewed,Not Reviewed,10,Maria,Russia,Double Room,1,Nov-21,Solo traveler
Reviewed,Reviewed,10,Дарья,Russia,Double Room,1,Oct-21,Couple
Reviewed,Reviewed,8,Elena,Ukraine,Standard Triple Room,1,Dec-21,Family
Reviewed,Reviewed,9,Alena,Russia,Double Room with Balcony,7,Sep-21,Couple
Reviewed,Reviewed,9,Mme,France,Double Room,1,Nov-21,Solo traveler
Reviewed,Not Reviewed,10,Lucile,Norway,Double Room,1,Dec-21,Couple
Reviewed,Not Reviewed,9,Alexandros,Greece,Double Room,1,Nov-21,Couple
Reviewed,Not Reviewed,10,Sarah,Germany,Double Room with Balcony,3,Nov-21,Family
Reviewed,Reviewed,8,Natalia,Russia,Double Room with Balcony,4,Nov-21,Solo traveler
Reviewed,Not Reviewed,10,Marta,Norway,Double Room,1,Nov-21,Couple
Reviewed,Reviewed,8,Wulfman,Germany,Double Room,1,Nov-21,Couple
Reviewed,Reviewed,9,David,Czech Republic,Standard Triple Room,1,Oct-21,Group
Reviewed,Reviewed,8,Maksymilian,Poland,Standard Triple Room,2,Oct-21,Family
Reviewed,Not Reviewed,10,Ulrike,Austria,Double Room with Balcony,1,Nov-21,Family
Reviewed,Reviewed,8,J,Netherlands,Double Room with Balcony,1,Nov-21,Couple
Reviewed,Reviewed,9,Johannes,Germany,Double Room with Balcony,1,Oct-21,Solo traveler
Reviewed,Reviewed,10,Yuliia,Ukraine,Double Room,1,Oct-21,Family
Reviewed,Not Reviewed,8,Inbar,Israel,Two-Bedroom Suite,1,Sep-21,Family
Reviewed,Reviewed,10,Olha,Ukraine,Double Room,1,Oct-21,Couple
Reviewed,Reviewed,10,Mary-phil,France,Double Room with Balcony,1,Oct-21,Couple
Reviewed,Reviewed,10,Christian,Germany,Double Room with Balcony,1,Oct-21,Solo traveler
Reviewed,Not Reviewed,8,Alexander,Germany,Family Suite with Balcony,2,Oct-21,Group
Reviewed,Not Reviewed,10,Michał,Poland,Double Room with Balcony,3,Oct-21,Couple
Reviewed,Not Reviewed,10,Anna,Russia,Double Room with Balcony,2,Oct-21,Family
Reviewed,Reviewed,9,..NB..,Germany,Double Room,1,Oct-21,Solo traveler
Reviewed,Reviewed,10,Deniskri,Russia,Double Room with Balcony,3,Oct-21,Family
Reviewed,Not Reviewed,8,Katharina,Germany,Double Room with Balcony,1,Oct-21,Solo traveler
Reviewed,Reviewed,9,Miguel,Spain,Double Room with Balcony,1,Oct-21,Couple
Reviewed,Reviewed,8,Manon,France,Double Room with Balcony,1,Oct-21,Couple
Reviewed,Not Reviewed,8,Семён,Russia,Double Room with Balcony,1,Oct-21,Family
Reviewed,Reviewed,8,Tatiana,Russia,Double Room with Balcony,4,Oct-21,Solo traveler
Reviewed,Not Reviewed,9,Christina,Germany,Standard Triple Room,1,Oct-21,Family
Reviewed,Not Reviewed,8,Fabian,Germany,Standard Triple Room,1,Sep-21,Group
Reviewed,Reviewed,9,Fabienne,France,Double Room with Balcony,1,Oct-21,Couple
Reviewed,Reviewed,10,Ilia,Russia,Double Room with Balcony,4,Sep-21,Couple
Reviewed,Not Reviewed,10,Claire,France,Double Room with Balcony,1,Sep-21,Couple
Reviewed,Reviewed,9,Evgeny,Israel,Family Suite with Balcony,7,Sep-21,Couple
Reviewed,Not Reviewed,10,Sylwia,Poland,Double Room with Balcony,7,Sep-21,Couple
Reviewed,Not Reviewed,10,Δημητρα,Greece,Double Room with Balcony,1,Sep-21,Couple
Reviewed,Reviewed,8,Kirill,Russia,Double Room,1,Sep-21,Couple
Reviewed,Not Reviewed,10,Yuliia,Ukraine,Standard Triple Room,2,Sep-21,Group
Reviewed,Reviewed,10,Anna,Israel,Family Suite with Balcony,1,Aug-21,Family
Reviewed,Reviewed,9,Lucille,France,Double Room with Balcony,1,Sep-21,Solo traveler
Reviewed,Reviewed,7.9,Андрей,Russia,Standard Triple Room,1,Aug-21,Couple
Reviewed,Not Reviewed,9,Quentin,France,Double Room,1,Sep-21,Couple
Reviewed,Not Reviewed,10,Capelle,France,Double Room,1,Sep-21,Couple
Reviewed,Reviewed,10,Polina,Russia,Double Room with Balcony,9,Jul-21,Couple
Reviewed,Reviewed,8,Catherine,France,Double Room with Balcony,1,Aug-21,Solo traveler
Reviewed,Not Reviewed,10,Olena,Ukraine,Standard Triple Room,4,Aug-21,Group
Reviewed,Reviewed,8,Alessandro,Italy,Double Room with Balcony,1,Aug-21,Group
Reviewed,Not Reviewed,10,Marina,Russia,Double Room with Balcony,1,Aug-21,Family
Reviewed,Reviewed,8,Magdalena,Poland,Standard Triple Room,3,Aug-21,Family
Reviewed,Reviewed,10,Zohra,France,Double Room with Balcony,7,Aug-21,Family
Reviewed,Reviewed,10,Zohra,France,Family Suite with Balcony,14,Aug-21,Family
Reviewed,Not Reviewed,9,Evgeniy,Russia,Double Room with Balcony,2,Aug-21,Solo traveler
Reviewed,Not Reviewed,10,Marek,Poland,Double Room with Balcony,1,Aug-21,Solo traveler
Reviewed,Not Reviewed,8,Aleksandr,Cyprus,Standard Triple Room,1,Aug-21,Family
Reviewed,Reviewed,10,Mikhail,Russia,Family Suite with Balcony,1,Aug-21,Family
Reviewed,Not Reviewed,10,Claudio,Cyprus,Double Room with Balcony,2,Aug-21,Solo traveler
Reviewed,Not Reviewed,9,Elena,Russia,Double Room with Balcony,1,Jul-21,Couple
Reviewed,Not Reviewed,10,Manuela,Spain,Two-Bedroom Suite,1,Jul-21,Family
Reviewed,Reviewed,8,Carolien,Netherlands,Two-Bedroom Suite,1,Jul-21,Family
Reviewed,Not Reviewed,9,Elizaveta,Cyprus,Double Room with Balcony,1,Jul-21,Solo traveler
Not Reviewed,Reviewed,9,Shai,Israel,Double Room with Balcony,1,Jul-21,Couple
Reviewed,Not Reviewed,9,Jan,Cyprus,Standard Triple Room,1,Jul-21,Group
Reviewed,Not Reviewed,9.6,Alain,France,Standard Triple Room,1,Jul-21,Family
Reviewed,Reviewed,8,Алексей,Ukraine,Double Room with Balcony,1,Jun-21,Group
Reviewed,Not Reviewed,8,Miguel,Spain,Double Room with Balcony,1,Jul-21,Solo traveler
Reviewed,Reviewed,10,Yuriigr,Russia,Double Room with Balcony,1,Jul-21,Solo traveler
Reviewed,Reviewed,9,Erwin,Netherlands,Double Room with Balcony,1,Jul-21,Couple
Reviewed,Not Reviewed,8,Thomas,Switzerland,Family Suite with Balcony,7,Jul-21,Family
Reviewed,Reviewed,10,Justynek,Poland,Double Room with Balcony,9,Jul-21,Family
Reviewed,Reviewed,9,Sergey,Russia,Double Room with Balcony,3,Jul-21,Couple
Reviewed,Reviewed,10,Mahmut,Turkey,Standard Triple Room,1,Jul-21,Solo traveler
Reviewed,Not Reviewed,10,Jan,Germany,Double Room with Balcony,7,Jul-21,Couple
Reviewed,Reviewed,9,Emil,Hungary,Standard Triple Room,4,Jul-21,Family
Reviewed,Reviewed,10,Fedor,Russia,Double Room with Balcony,1,Jul-21,Group
Reviewed,Reviewed,10,Александр,Russia,Two-Bedroom Suite,1,Jul-21,Family
Reviewed,Not Reviewed,10,Kirill,Ukraine,Double Room with Balcony,4,Jun-21,Couple
Reviewed,Reviewed,10,Raphael,France,Double Room with Balcony,1,Jun-21,Solo traveler
Reviewed,Reviewed,8,Anna,Ukraine,Double Room with Balcony,1,Jun-21,Couple
Reviewed,Not Reviewed,10,Elenasugurova,Ukraine,Double Room with Balcony,1,Jun-21,Solo traveler
Reviewed,Reviewed,10,Zoia,Ukraine,Double Room with Balcony,1,Jun-21,Family
Reviewed,Reviewed,8,Алексей,Ukraine,Family Suite with Balcony,1,Jun-21,Group
Reviewed,Not Reviewed,10,Yuliya,Ukraine,Double Room with Balcony,1,Jun-21,Family
Reviewed,Reviewed,10,Costea,Cyprus,Double Room with Balcony,2,Jun-21,Family
Reviewed,Not Reviewed,9,Paul,Germany,Double Room with Balcony,2,Jun-21,Solo traveler
Reviewed,Reviewed,10,Gerard,Belgium,Double Room with Balcony,1,Jun-21,Solo traveler
Reviewed,Not Reviewed,9,Talia,Israel,Double Room with Balcony,1,Jun-21,Solo traveler
Reviewed,Not Reviewed,10,Charbel,Switzerland,Double Room with Balcony,1,May-21,Solo traveler
Not Reviewed,Reviewed,6,Oleh,Ukraine,Double Room with Balcony,2,Nov-22,Solo traveler
Reviewed,Reviewed,3,Michal,Israel,Two-Bedroom Suite,1,Oct-22,Family
Reviewed,Reviewed,6,Yuval,Israel,Double Room with Balcony,1,Oct-22,Family
Reviewed,Reviewed,7,Marie-louise,Denmark,Double Room,1,Oct-22,Couple
Reviewed,Reviewed,6,Kazimierz,Poland,Double Room with Balcony,1,Sep-22,Family
Reviewed,Reviewed,7,Véronique,France,Budget Twin Room,1,Aug-22,Family
Reviewed,Reviewed,7,Δήμητρα,Greece,Double Room with Balcony,1,Sep-22,Family
Reviewed,Reviewed,7,Yafit,Israel,Double Room,1,Aug-22,Couple
Reviewed,Reviewed,7,Birgit,Austria,Double Room,1,Sep-22,Solo traveler
Reviewed,Reviewed,7,Yael,India,Double Room with Balcony,1,Aug-22,Couple
Reviewed,Reviewed,6,אבי,Israel,Double Room,1,Jul-22,Family
Not Reviewed,Reviewed,5,Christina,Cyprus,Family Suite with Balcony,1,Jun-22,Family
Reviewed,Reviewed,7,Andre,Germany,Double Room with Balcony,1,Jul-22,Couple
Reviewed,Not Reviewed,7,Shaul,Italy,Double Room,1,Jun-22,Couple
Reviewed,Reviewed,7,Dimitrios,Greece,Double Room with Balcony,1,Jun-22,Couple
Reviewed,Not Reviewed,7,F,Germany,Double Room with Balcony,1,Jun-22,Couple
Reviewed,Reviewed,7,Robert,Germany,Double Room with Balcony,3,May-22,Solo traveler
Reviewed,Reviewed,7,Milena,Italy,Double Room,1,Apr-22,Couple
Reviewed,Reviewed,6,Ortwin,Austria,Double Room,3,Apr-22,Solo traveler
Reviewed,Reviewed,7,Marcato,Italy,Family Suite with Balcony,1,Mar-22,Group
Reviewed,Reviewed,7,Arash,Sweden,Double Room with Balcony,4,Nov-21,Couple
Reviewed,Reviewed,7,Elisabet,Sweden,Two-Bedroom Suite,1,Oct-21,Family
Reviewed,Reviewed,6,Erkki,Finland,Double Room with Balcony,1,Oct-21,Couple
Reviewed,Reviewed,7,Jean-pierre,France,Double Room with Balcony,2,Oct-21,Couple
Reviewed,Reviewed,3,Sorena,Romania,Double Room with Balcony,1,Oct-21,Couple
Reviewed,Reviewed,7,Liliana,Argentina,Double Room with Balcony,2,Oct-21,Couple
Reviewed,Reviewed,3,Alexey,Russia,Double Room with Balcony,1,Sep-21,Solo traveler
Reviewed,Reviewed,7,Eugeny76,Lithuania,Family Suite with Balcony,3,Sep-21,Family
Reviewed,Reviewed,6,R1987,Poland,Double Room with Balcony,4,Sep-21,Group
Reviewed,Reviewed,6,Aleksandr,Russia,Double Room with Balcony,7,Sep-21,Group
Reviewed,Reviewed,7,Χαραλαμποσ,Greece,Double Room with Balcony,8,Aug-21,Couple
Reviewed,Reviewed,6,Tatiana,Russia,Double Room with Balcony,3,Aug-21,Solo traveler
Reviewed,Reviewed,9,Anonymous,Czech Republic,,1,Aug-22,Family
Reviewed,Not Reviewed,10,Anonymous,Lebanon,,1,Aug-22,Family
Reviewed,Reviewed,8,Anonymous,Greece,,4,Jul-22,Family
Reviewed,Reviewed,10,Anonymous,France,,1,May-22,Couple
Reviewed,Not Reviewed,9,Anonymous,Germany,,2,Mar-22,Solo traveler
Reviewed,Not Reviewed,10,Anonymous,Russia,,10,Nov-21,Family
Reviewed,Reviewed,10,Anonymous,France,,1,Oct-21,Couple
Reviewed,Reviewed,10,Anonymous,France,,3,Oct-21,Couple
Reviewed,Reviewed,10,Anonymous,Russia,,1,Oct-21,Family
Reviewed,Reviewed,8,Anonymous,Finland,,7,Oct-21,Group
Reviewed,Not Reviewed,10,Anonymous,Israel,,2,Oct-21,Couple
Reviewed,Not Reviewed,10,Anonymous,Russia,,1,Sep-21,Solo traveler
Reviewed,Not Reviewed,10,Anonymous,Israel,,1,Jul-21,Couple
Reviewed,Reviewed,6,Anonymous,Spain,,1,Jun-21,Group
Not Reviewed,Not Reviewed,9,Salome,Georgia,Budget Twin Room,1,Oct-22,Solo traveler
Not Reviewed,Not Reviewed,9,Evangelia,Greece,Budget Twin Room,4,Nov-22,Family
Not Reviewed,Not Reviewed,9,Jonathan,United Kingdom,Double Room with Balcony,1,Nov-22,Couple
Not Reviewed,Not Reviewed,10,Egamberdiev,Poland,Budget Twin Room,3,Dec-22,Solo traveler
Not Reviewed,Not Reviewed,10,Stavroula,Cyprus,Double Room with Balcony,1,Dec-22,Couple
Not Reviewed,Not Reviewed,10,Omiros,Cyprus,Double Room with Balcony,3,Dec-22,Family
Not Reviewed,Not Reviewed,10,Daniela,United Kingdom,Double Room with Balcony,1,Dec-22,Solo traveler
Not Reviewed,Not Reviewed,9,Rob,Canada,Double Room,1,Dec-22,Solo traveler
Not Reviewed,Not Reviewed,9,David,Cyprus,Double Room,1,Dec-22,Solo traveler
Not Reviewed,Not Reviewed,9,Rosalyn,Cyprus,Double Room with Balcony,1,Nov-22,Couple
Not Reviewed,Not Reviewed,9,Gary,United Kingdom,Double Room,1,Dec-22,Couple
Not Reviewed,Not Reviewed,10,Kyriakos,United States of America,Standard Triple Room,1,Nov-22,Couple
Not Reviewed,Not Reviewed,9,Scott,United States of America,Budget Twin Room,1,Oct-22,Solo traveler
Not Reviewed,Not Reviewed,8,Cosmina,Romania,Double Room,1,Nov-22,Family
Not Reviewed,Not Reviewed,10,Fahad,United Kingdom,Double Room with Balcony,4,Nov-22,Couple
Not Reviewed,Not Reviewed,9,Ioannidou,Cyprus,Double Room with Balcony,1,Sep-22,Couple
Not Reviewed,Not Reviewed,10,Marios,Cyprus,Double Room with Balcony,1,Nov-22,Family
Not Reviewed,Not Reviewed,10,Sandeep,Sweden,Double Room with Balcony,4,Nov-22,Family
Not Reviewed,Not Reviewed,10,Michael,South Korea,Double Room with Balcony,1,Oct-22,Couple
Not Reviewed,Not Reviewed,10,Daka,Greece,Double Room with Balcony,1,Sep-22,Family
Not Reviewed,Not Reviewed,8,Philip,Canada,Double Room,1,Nov-22,Couple
Not Reviewed,Not Reviewed,10,Maria,Lebanon,Double Room with Balcony,1,Oct-22,Couple
Not Reviewed,Not Reviewed,8,Sally,United Kingdom,Double Room with Balcony,1,Nov-22,Solo traveler
Not Reviewed,Not Reviewed,10,Theodorou,Cyprus,Two-Bedroom Suite,1,Nov-22,Family
Not Reviewed,Not Reviewed,10,Downes,United Kingdom,Two-Bedroom Suite,1,Oct-22,Family
Not Reviewed,Not Reviewed,9,Thomas,United States of America,Double Room,1,Oct-22,Family
Not Reviewed,Not Reviewed,9,Yolande,United Kingdom,Budget Twin Room,2,Oct-22,Couple
Not Reviewed,Not Reviewed,8,Vladimir,Israel,Budget Twin Room,1,Oct-22,Solo traveler
Not Reviewed,Not Reviewed,8,Iain,United Kingdom,Double Room with Balcony,2,Oct-22,Solo traveler
Not Reviewed,Not Reviewed,10,Eleni,Cyprus,Double Room with Balcony,2,Oct-22,Couple
Not Reviewed,Not Reviewed,10,Mustafa,Cyprus,Two-Bedroom Suite,1,Oct-22,Solo traveler
Not Reviewed,Not Reviewed,8,Elias,Lebanon,Double Room with Balcony,1,Sep-22,Solo traveler
Not Reviewed,Not Reviewed,9,Katerina,Cyprus,Double Room with Balcony,1,Oct-22,Family
Not Reviewed,Not Reviewed,9,Michelle,United Kingdom,Double Room with Balcony,3,Sep-22,Couple
Not Reviewed,Not Reviewed,10,Loukas,Cyprus,Double Room with Balcony,1,Aug-22,Couple
Not Reviewed,Not Reviewed,9,Leila,United Kingdom,Family Suite with Balcony,1,Oct-22,Family
Not Reviewed,Not Reviewed,8,P,Czech Republic,Standard Triple Room,3,Sep-22,Family
Not Reviewed,Not Reviewed,10,Uros,Serbia,Double Room with Balcony,2,Oct-22,Couple
Not Reviewed,Not Reviewed,8,Robert,Germany,Budget Twin Room,1,Oct-22,Couple
Not Reviewed,Not Reviewed,10,Mohammed,United Kingdom,Budget Twin Room,1,Oct-22,Solo traveler
Not Reviewed,Not Reviewed,10,Motty,Israel,Double Room with Balcony,2,Sep-22,Solo traveler
Not Reviewed,Not Reviewed,10,Greg,United Kingdom,Double Room,1,Oct-22,Couple
Not Reviewed,Not Reviewed,10,Daniel,Czech Republic,Double Room,1,Oct-22,Couple
Not Reviewed,Not Reviewed,8,Steve,United Kingdom,Double Room,1,Sep-22,Couple
Not Reviewed,Not Reviewed,10,Dubravka,Croatia,Double Room with Balcony,10,Sep-22,Solo traveler
Not Reviewed,Not Reviewed,8,Oded,Canada,Two-Bedroom Suite,1,Oct-22,Family
Not Reviewed,Not Reviewed,9,Madis,Estonia,Double Room with Balcony,1,Oct-22,Couple
Not Reviewed,Not Reviewed,9,Angus,United Kingdom,Double Room,1,Oct-22,Couple
Not Reviewed,Not Reviewed,8,Ian,United Kingdom,Two-Bedroom Suite,2,Oct-22,Group
Not Reviewed,Not Reviewed,10,Ahmed,Egypt,Double Room,1,Jul-22,Solo traveler
Not Reviewed,Not Reviewed,10,Costas,Australia,Two-Bedroom Suite,3,Oct-22,Family
Not Reviewed,Not Reviewed,8,Nikolaus,Germany,Suite with Balcony,1,Oct-22,Family
Not Reviewed,Not Reviewed,10,Allan,Cyprus,Double Room with Balcony,1,Oct-22,Couple
Not Reviewed,Not Reviewed,10,Nick,United Kingdom,Two-Bedroom Suite,1,Oct-22,Family
Not Reviewed,Not Reviewed,8,Mtancredi,Italy,Double Room,1,Oct-22,Couple
Not Reviewed,Not Reviewed,9,Achilleas,Greece,Double Room with Balcony,2,Oct-22,Couple
Not Reviewed,Not Reviewed,8,Leah,Australia,Two-Bedroom Suite,1,Sep-22,Family
Not Reviewed,Not Reviewed,9,Vytautas,Iceland,Double Room with Balcony,1,Sep-22,Couple
Not Reviewed,Not Reviewed,10,Daniel,Lebanon,Budget Twin Room,1,Sep-22,Solo traveler
Not Reviewed,Not Reviewed,8,Sotiroula,Cyprus,Double Room with Balcony,1,Oct-22,Family
Not Reviewed,Not Reviewed,8,Vadim,Cyprus,Double Room with Balcony,3,Sep-22,Solo traveler
Not Reviewed,Not Reviewed,8,Paraskevou,United States of America,Double Room with Balcony,1,Sep-22,Couple
Not Reviewed,Not Reviewed,10,Andriani,Cyprus,Double Room with Balcony,1,Sep-22,Couple
Not Reviewed,Not Reviewed,8,Lisa,United Kingdom,Standard Triple Room,1,Sep-22,Solo traveler
Not Reviewed,Not Reviewed,10,Miren,Spain,Double Room,1,Sep-22,Group
Not Reviewed,Not Reviewed,10,Eden,Germany,Double Room,1,Sep-22,Couple
Not Reviewed,Not Reviewed,8,John,United Kingdom,Double Room,1,Sep-22,Couple
Not Reviewed,Not Reviewed,9,Kanstantsin,United States of America,Double Room,1,Sep-22,Couple
Not Reviewed,Not Reviewed,8,Nicole,United Kingdom,Budget Twin Room,1,Sep-22,Couple
Not Reviewed,Not Reviewed,10,Paris,South Africa,Two-Bedroom Suite,1,Sep-22,Family
Not Reviewed,Not Reviewed,9,Jerry,United Kingdom,Double Room with Balcony,2,Sep-22,Solo traveler
Not Reviewed,Not Reviewed,10,Lilit,Armenia,Double Room with Balcony,2,Sep-22,Group
Not Reviewed,Not Reviewed,9,Jenny,Australia,Two-Bedroom Suite,1,Sep-22,Group
Not Reviewed,Not Reviewed,10,Gregor,Slovenia,Double Room with Balcony,3,Sep-22,Couple
Not Reviewed,Not Reviewed,10,Ilai,Israel,Double Room with Balcony,1,Sep-22,Couple
Not Reviewed,Not Reviewed,8,Francesco,Canada,Double Room,1,Sep-22,Solo traveler
Not Reviewed,Not Reviewed,8,Charalampos,Cyprus,Double Room with Balcony,1,Sep-22,Solo traveler
Not Reviewed,Not Reviewed,9,Ellie,United Kingdom,Budget Twin Room,3,Sep-22,Family
Not Reviewed,Not Reviewed,8,Eric,United Kingdom,Standard Triple Room,1,Aug-22,Family
Not Reviewed,Not Reviewed,9,Nikolas,Cyprus,Budget Twin Room,1,Aug-22,Solo traveler
Not Reviewed,Not Reviewed,9,Inbar,Israel,Double Room,1,Aug-22,Family
Not Reviewed,Not Reviewed,10,Maria,United Kingdom,Suite with Balcony,1,Aug-22,Family
Not Reviewed,Not Reviewed,9,Mario,United Kingdom,Family Suite with Balcony,16,Aug-22,Group
Not Reviewed,Not Reviewed,9,Sami,Lebanon,Double Room with Balcony,1,Aug-22,Couple
Not Reviewed,Not Reviewed,10,Roberta,United Kingdom,Double Room with Balcony,1,Aug-22,Family
Not Reviewed,Not Reviewed,8,Bashir,Cyprus,Double Room with Balcony,1,Aug-22,Couple
Not Reviewed,Not Reviewed,10,Lilla,United Kingdom,Double Room with Balcony,5,Aug-22,Couple
Not Reviewed,Not Reviewed,10,Nadejda,United States of America,Double Room,1,Jul-22,Couple
Not Reviewed,Not Reviewed,8,Christina,Greece,Budget Twin Room,1,Jun-22,Couple
Not Reviewed,Not Reviewed,10,Annita,Cyprus,Double Room with Balcony,3,Aug-22,Family
Not Reviewed,Not Reviewed,9,Khaldoun,Saudi Arabia,Double Room with Balcony,2,Jul-22,Solo traveler
Not Reviewed,Not Reviewed,8,Daniil,Lithuania,Double Room with Balcony,3,Aug-22,Couple
Not Reviewed,Not Reviewed,10,Maria,Cyprus,Double Room,1,Jul-22,Couple
Not Reviewed,Not Reviewed,9,Aggelika,Cyprus,Double Room with Balcony,1,Jun-22,Couple
Not Reviewed,Not Reviewed,8,Nicoletta,Cyprus,Double Room,1,Jul-22,Couple
Not Reviewed,Not Reviewed,10,Hakobyan,Greece,Double Room with Balcony,1,Jul-22,Couple
Not Reviewed,Not Reviewed,8,Vicky,United Kingdom,Double Room,1,Jul-22,Couple
Not Reviewed,Not Reviewed,9,Moushegh,United States of America,Double Room with Balcony,1,Jul-22,Solo traveler
Not Reviewed,Not Reviewed,9,Tim,United States of America,Budget Twin Room,1,Jul-22,Family
Not Reviewed,Not Reviewed,10,Soteriou,Cyprus,Standard Triple Room,4,Jul-22,Family
Not Reviewed,Not Reviewed,10,Leonid,Austria,Double Room with Balcony,5,Jul-22,Solo traveler
Not Reviewed,Not Reviewed,8,Rebecca,United Kingdom,Double Room,1,Jun-22,Group
Not Reviewed,Not Reviewed,10,Robert,United States of America,Double Room with Balcony,1,Jul-22,Couple
Not Reviewed,Not Reviewed,8,Carouba,United Arab Emirates,Double Room,2,Jun-22,Group
Not Reviewed,Not Reviewed,10,Ekaterina,Cyprus,Budget Twin Room,1,Jun-22,Group
Not Reviewed,Not Reviewed,8,Emilia,Cyprus,Double Room with Balcony,1,Jul-22,Family
Not Reviewed,Not Reviewed,10,Marios,Cyprus,Double Room with Balcony,1,Jul-22,Family
Not Reviewed,Not Reviewed,10,Iprite,Cyprus,Double Room with Balcony,2,Jun-22,Solo traveler
Not Reviewed,Not Reviewed,9,Georgy,Cyprus,Double Room,1,Jul-22,Couple
Not Reviewed,Not Reviewed,10,Jimmy,Lebanon,Double Room,2,Jul-22,Solo traveler
